x0,x1,y,x2,x3,x4,x5,x6,x7
A1,A0,120,3.0,3,0.05,1,16,387.14285714285717
A1,A1,40,2.0,2,0.14,1,0,379.0
A1,A1,60,2.0,5,,2,0,342.85714285714283
A0,A1,81,4.0,20,0.41,2,334,421.57142857142856
A0,A0,215,2.0,28,1.28,1,6,429.0
A1,A1,44,1.0,1,0.02,1,0,216.42857142857142
A1,A1,130,1.0,0,,1,0,
,A0,215,3.0,1,0.01,2,300,92.14285714285714
A1,A0,40,1.0,2,0.05,1,0,265.42857142857144
A1,A1,50,2.0,118,4.66,2,45,431.2857142857143
A0,A1,95,1.0,7,0.19,1,0,290.85714285714283
A0,A0,249,20.0,0,,2,0,
A4,A1,68,2.0,29,1.3,1,57,425.0
A2,A1,100,7.0,1,0.12,1,0,397.7142857142857
A0,A0,200,4.0,11,,1,259,320.7142857142857
A1,A0,180,3.0,20,0.91,1,0,423.2857142857143
A0,A0,225,5.0,16,,1,364,428.57142857142856
A0,A1,150,7.0,0,,3,358,
A1,A0,204,5.0,28,2.96,1,225,427.7142857142857
A1,A1,46,30.0,29,3.6,3,246,431.2857142857143
A2,A1,135,1.0,2,0.09,18,365,375.85714285714283
A1,A0,120,3.0,33,3.61,1,73,429.0
A1,A1,45,5.0,0,,1,0,
A1,A1,70,2.0,4,0.45,1,0,421.85714285714283
A2,A0,101,3.0,4,2.79,1,110,429.85714285714283
A0,A1,64,2.0,8,0.29,3,98,429.85714285714283
A1,,53,1.0,59,1.9,1,188,361.57142857142856
A0,A0,299,1.0,0,,1,20,
A1,A1,40,1.0,0,,1,0,
A0,A0,799,3.0,0,,1,51,
A0,A1,70,2.0,14,1.4,4,238,424.2857142857143
A0,A0,267,30.0,0,,232,228,
A1,A1,179,3.0,36,0.36,28,79,431.0
A0,A1,6500,30.0,0,,1,97,
A0,A1,99,12.0,60,1.6,1,0,426.57142857142856
A1,A0,110,2.0,2,0.11,1,0,352.14285714285717
A1,A1,95,4.0,2,2.0,1,28,430.57142857142856
A1,A0,115,3.0,38,,1,131,431.0
A0,A0,225,5.0,9,0.33,1,0,341.85714285714283
A1,A0,175,4.0,3,0.58,1,0,421.0
,A0,450,5.0,37,0.86,4,108,431.57142857142856
A0,A0,275,5.0,0,,1,0,
A0,A0,139,20.0,0,,2,18,
A0,A2,70,1.0,4,4.0,1,55,430.14285714285717
A0,A1,50,30.0,2,0.17,34,311,410.2857142857143
A2,A0,133,20.0,9,1.27,1,21,402.85714285714283
A0,A1,125,2.0,3,0.08,1,0,278.0
A1,A1,40,4.0,4,0.22,4,37,389.0
A2,A1,55,1.0,4,1.94,1,83,431.57142857142856
A1,A0,220,30.0,88,0.79,1,9,396.57142857142856
A0,A0,200,5.0,1,0.2,1,24,410.57142857142856
A0,A1,150,1.0,5,0.48,1,83,396.7142857142857
A1,A0,123,3.0,6,,1,0,430.0
A1,A0,175,3.0,0,,1,0,
A0,A0,250,30.0,1,0.04,96,333,314.2857142857143
A0,A1,75,2.0,0,,1,0,
A1,A0,250,3.0,61,,1,0,321.0
A1,A0,95,3.0,2,,1,0,230.42857142857142
A1,A1,48,2.0,58,1.34,1,248,420.0
A1,A1,65,1.0,4,0.39,3,125,410.2857142857143
A0,A1,68,6.0,1,,1,0,226.0
A0,A1,125,3.0,6,0.47,1,2,390.0
A0,A0,179,3.0,27,2.06,1,54,431.85714285714283
A1,A1,150,4.0,0,,1,0,
A1,A1,35,2.0,4,0.21,1,0,353.0
A2,A1,120,2.0,162,,2,268,430.42857142857144
A0,A0,125,30.0,1,1.0,91,352,429.42857142857144
A0,A2,85,1.0,0,,1,0,
A0,A1,60,2.0,36,0.54,4,133,424.85714285714283
A0,A0,450,5.0,0,,1,310,
A0,A1,60,2.0,1,0.14,1,18,402.2857142857143
A0,A1,200,4.0,1,0.41,1,22,421.85714285714283
A0,A0,352,30.0,0,,232,202,
A2,A2,32,2.0,28,1.64,2,16,383.7142857142857
A1,A1,60,2.0,21,2.31,1,57,426.14285714285717
A1,A0,110,3.0,4,,1,0,374.2857142857143
A0,A1,119,3.0,42,2.26,1,54,428.42857142857144
A2,A1,39,30.0,3,0.31,103,251,423.57142857142856
A1,,125,4.0,55,,1,0,402.2857142857143
A2,A1,48,30.0,0,,103,242,
A0,A0,135,2.0,232,4.01,1,192,429.85714285714283
A1,A1,100,1.0,60,,1,78,429.2857142857143
A1,A1,38,2.0,12,0.21,2,351,353.0
A1,A1,36,15.0,1,0.23,3,213,413.42857142857144
A1,A1,65,4.0,10,0.41,1,0,393.7142857142857
A1,A1,40,2.0,104,2.88,3,97,430.0
A0,A1,69,31.0,3,0.08,4,32,391.85714285714283
A0,A1,85,2.0,26,3.07,1,165,431.57142857142856
A1,A0,250,2.0,2,0.31,1,0,407.85714285714283
A0,A1,90,1.0,23,6.0,2,254,431.0
A2,A0,115,2.0,32,0.91,1,265,390.7142857142857
A0,A0,140,31.0,37,1.01,1,0,426.42857142857144
A0,A1,85,2.0,29,1.93,3,78,427.0
A0,A1,209,1.0,19,3.13,8,81,428.85714285714283
A1,A1,65,2.0,29,,8,348,424.2857142857143
A1,A1,130,1.0,8,0.52,1,0,381.85714285714283
A1,A1,50,3.0,98,2.77,2,140,429.42857142857144
A0,A0,249,10.0,0,,1,0,
A0,A0,130,29.0,0,,327,338,
A0,A1,62,30.0,1,0.03,26,188,276.85714285714283
A0,A1,90,6.0,8,0.22,2,296,404.14285714285717
A3,A1,75,2.0,0,,7,349,
A0,A1,90,1.0,2,,2,0,408.0
A1,A1,90,3.0,8,0.32,1,0,339.57142857142856
A1,A1,80,1.0,3,0.11,1,0,339.85714285714283
A1,A0,150,2.0,1,1.0,1,22,431.85714285714283
A2,A1,34,1.0,0,,1,0,
A1,A1,70,2.0,11,0.67,1,3,431.42857142857144
A0,A0,620,4.0,38,2.52,1,309,431.7142857142857
A2,A0,110,24.0,0,,1,183,
A1,A0,250,30.0,0,,2,0,
A1,A0,168,2.0,63,1.66,2,344,427.57142857142856
A1,A0,100,5.0,11,0.24,1,0,330.57142857142856
A1,A0,59,1.0,142,2.63,1,318,431.0
A1,A0,60,2.0,25,3.18,2,289,430.85714285714283
A1,A0,150,3.0,11,5.16,1,142,431.0
A1,A0,179,7.0,117,3.04,2,137,430.2857142857143
A1,A1,27,15.0,1,,1,0,431.0
A0,A0,70,1.0,4,,1,3,392.85714285714283
A0,A0,650,3.0,35,1.61,2,179,431.2857142857143
A0,A1,28,4.0,6,1.05,1,0,420.14285714285717
A2,A0,90,30.0,33,0.46,3,298,349.57142857142856
A0,A0,150,1.0,0,,1,0,
A2,A1,30,29.0,1,0.3,5,1,418.0
A1,A2,20,2.0,0,,8,32,
A0,A1,199,1.0,0,,1,365,
A0,A1,150,100.0,0,,1,88,
A0,A0,140,30.0,5,0.15,12,0,419.57142857142856
A1,A2,30,3.0,5,0.14,1,189,305.85714285714283
A0,A1,140,5.0,2,0.05,1,0,268.7142857142857
A0,A1,100,2.0,1,,1,0,280.0
A0,A1,139,2.0,11,1.19,1,0,405.14285714285717
A0,A0,120,14.0,15,1.8,1,0,431.0
A2,A0,140,30.0,3,,15,244,384.7142857142857
A1,A0,139,7.0,1,0.05,1,0,353.2857142857143
A0,A0,80,4.0,3,0.05,1,0,401.42857142857144
A2,A0,90,1.0,0,,1,0,
A1,A1,99,1.0,2,,1,0,267.2857142857143
A0,A1,75,1.0,23,2.74,3,8,428.14285714285717
A1,A1,49,1.0,67,1.56,1,8,429.85714285714283
A2,A1,49,2.0,14,4.08,4,165,428.2857142857143
A1,A1,76,5.0,1,0.03,1,0,276.14285714285717
A1,A0,115,3.0,0,,1,0,
A1,A0,200,3.0,0,,2,316,
A0,A0,125,6.0,0,,1,0,
A1,A1,120,2.0,0,,1,6,
A2,A1,29,14.0,0,,1,0,
A3,A0,95,2.0,27,8.62,1,153,431.57142857142856
A3,A1,50,1.0,2,0.04,1,0,204.0
A1,A1,64,3.0,47,0.77,1,282,428.0
A0,A1,75,3.0,5,,3,325,290.42857142857144
A0,A0,250,2.0,1,0.05,1,0,352.85714285714283
A1,A1,45,1.0,3,1.58,2,0,431.14285714285717
A0,A0,549,5.0,8,4.29,1,155,430.2857142857143
A1,A0,70,1.0,15,0.69,1,0,351.0
A0,A0,245,3.0,18,0.38,1,307,431.14285714285717
A0,A0,150,5.0,1,,1,249,422.14285714285717
A3,A1,41,1.0,0,,1,163,
A1,A1,95,2.0,4,0.29,1,0,378.57142857142856
A1,A2,32,31.0,4,0.28,10,341,415.7142857142857
A1,A1,50,3.0,2,0.05,2,27,275.14285714285717
A1,A1,85,3.0,8,,2,63,430.85714285714283
A2,A1,54,1.0,73,2.89,9,279,428.0
A1,A1,56,1.0,12,0.81,4,321,426.42857142857144
A0,A0,335,30.0,0,,121,201,
A0,A0,200,2.0,22,2.83,1,283,430.85714285714283
A0,A1,99,2.0,8,3.53,4,13,431.42857142857144
A0,A1,85,3.0,100,,3,341,430.85714285714283
A1,A0,180,3.0,2,0.05,1,0,248.14285714285714
A1,A1,58,2.0,6,0.2,1,0,352.85714285714283
A0,A1,100,1.0,33,2.8,2,1,425.85714285714283
A1,A0,305,1.0,15,1.89,1,43,431.0
,A1,148,1.0,11,0.22,2,90,405.57142857142856
A0,A1,65,30.0,1,0.07,4,216,371.85714285714283
A1,A0,349,2.0,19,,4,363,429.57142857142856
A1,A0,100,3.0,25,0.96,1,353,428.14285714285717
A1,A1,50,15.0,0,,1,0,
A0,A1,355,2.0,13,1.49,1,308,427.85714285714283
A1,A0,100,2.0,8,,1,359,379.0
A1,A0,140,5.0,2,0.31,2,25,405.7142857142857
A0,A0,275,5.0,0,,1,0,
A1,A0,100,5.0,14,0.33,1,1,378.42857142857144
A0,A0,215,3.0,38,1.4,1,31,428.0
A1,,205,2.0,0,,2,89,
A0,A0,98,2.0,2,0.09,1,0,334.14285714285717
A0,A1,65,7.0,5,0.53,47,356,425.0
A0,A1,65,1.0,142,4.22,1,93,429.57142857142856
A2,A0,130,30.0,1,0.02,1,0,175.0
A1,A0,249,2.0,43,1.27,1,38,429.85714285714283
A0,A1,100,3.0,3,0.14,4,157,384.57142857142856
A1,A0,108,2.0,3,,1,33,428.85714285714283
A0,A0,299,4.0,58,0.97,2,324,429.7142857142857
A1,A1,80,1.0,5,0.22,1,365,390.2857142857143
A2,A1,55,3.0,3,0.08,2,0,282.2857142857143
A0,A0,215,30.0,0,,6,299,
A0,A0,319,4.0,9,0.24,1,358,388.85714285714283
A0,A0,195,7.0,2,0.04,1,0,228.85714285714286
,A1,50,30.0,0,,1,345,
A0,A1,69,1.0,10,0.27,2,187,298.85714285714283
A0,A0,150,1.0,1,,1,0,272.7142857142857
A2,A1,47,30.0,0,,10,365,
A0,A0,279,30.0,0,,121,365,
A1,A1,68,5.0,1,0.12,1,0,396.57142857142856
A0,A0,300,30.0,51,2.55,2,126,419.14285714285717
A1,A1,45,2.0,23,1.39,2,0,385.85714285714283
A3,A0,75,2.0,85,,2,253,427.85714285714283
A1,A1,57,1.0,6,2.47,6,164,426.57142857142856
A2,A0,265,7.0,38,0.38,5,365,421.7142857142857
A1,A1,48,4.0,1,0.07,1,0,368.42857142857144
A0,A0,199,1.0,0,,1,0,
A1,A1,50,1.0,24,1.3,1,354,421.42857142857144
A0,A0,265,30.0,0,,96,330,
A4,A1,58,3.0,93,2.1,1,279,423.0
A1,A1,146,2.0,14,0.62,1,0,395.85714285714283
A2,A0,149,1.0,0,,4,113,
A1,A0,179,3.0,52,2.39,1,185,430.2857142857143
A1,A0,149,1.0,39,2.87,1,75,429.85714285714283
A0,A1,70,28.0,0,,1,0,
A1,A0,250,4.0,1,1.0,1,122,430.42857142857144
A0,A1,80,2.0,19,1.71,1,0,401.0
A0,A0,150,2.0,42,1.61,1,83,429.14285714285717
A0,A0,150,30.0,1,0.04,1,188,317.85714285714283
A0,A1,899,2.0,2,0.06,12,365,297.57142857142856
A1,A1,120,1.0,0,,1,0,
A0,A0,200,5.0,11,0.3,2,0,295.85714285714283
A0,A1,100,1.0,0,,7,325,
A0,A1,120,1.0,18,1.27,4,249,427.57142857142856
A0,A1,124,5.0,196,3.02,2,149,349.2857142857143
A1,A1,33,1.0,147,4.08,2,231,431.14285714285717
A2,A1,65,1.0,466,,4,331,429.7142857142857
A0,A1,99,1.0,0,,10,226,
A1,A1,33,2.0,90,3.1,1,308,431.85714285714283
A0,A0,80,2.0,2,0.05,1,0,393.14285714285717
A0,A0,139,5.0,0,,1,0,
A0,A0,325,30.0,2,,34,191,427.7142857142857
A0,A0,149,6.0,1,0.05,1,0,353.0
A0,A0,699,2.0,0,,1,290,
A1,A1,65,1.0,0,,1,0,
A1,A1,60,1.0,145,3.26,3,313,431.0
A3,A1,65,3.0,2,0.05,1,356,405.2857142857143
A1,A1,60,2.0,1,0.06,1,0,355.85714285714283
A0,A0,150,1.0,0,,1,0,
A0,A0,90,5.0,21,1.1,1,83,428.57142857142856
A0,A1,100,2.0,8,0.97,3,0,401.85714285714283
A1,A0,175,6.0,2,0.13,1,67,368.42857142857144
A1,A0,120,3.0,1,0.03,1,0,269.14285714285717
A1,A1,63,7.0,1,0.02,1,0,249.14285714285714
,A0,150,10.0,4,0.17,1,0,335.57142857142856
A0,A1,80,3.0,1,,1,0,302.57142857142856
A1,A0,115,370.0,6,0.09,1,365,367.85714285714283
A0,A1,300,2.0,4,0.45,1,0,426.14285714285717
A1,A1,60,2.0,37,3.27,1,54,429.42857142857144
A2,A1,51,4.0,27,2.45,4,87,429.85714285714283
A2,A0,170,5.0,4,0.44,2,0,402.7142857142857
A0,A0,165,3.0,34,,1,0,419.0
A0,A1,45,3.0,6,2.31,1,4,429.85714285714283
A1,A1,110,3.0,26,1.21,4,347,429.85714285714283
A1,A0,199,6.0,2,0.08,1,0,328.57142857142856
A2,A1,45,30.0,0,,103,246,
A1,A0,195,3.0,11,0.95,1,0,427.85714285714283
A1,A1,75,1.0,22,9.17,1,70,431.0
A1,A1,55,1.0,0,,1,14,
A0,A0,150,3.0,2,0.05,1,1,272.14285714285717
A0,A1,150,2.0,4,1.05,1,0,422.85714285714283
A0,A1,70,2.0,118,2.93,1,283,430.85714285714283
A0,,265,4.0,21,0.36,1,334,417.7142857142857
A1,A0,175,4.0,14,0.5,1,0,336.14285714285717
A1,A1,64,2.0,48,1.0,2,318,429.7142857142857
A0,A0,225,30.0,0,,12,365,
A0,A1,85,2.0,0,,1,30,
A1,A0,121,30.0,1,0.07,26,31,369.85714285714283
A0,A0,299,3.0,0,,1,177,
A0,A1,110,1.0,0,,1,0,
A1,A1,55,10.0,20,0.29,1,184,425.0
A1,A1,70,2.0,0,,1,0,
A0,A0,170,2.0,6,1.94,1,3,430.2857142857143
A1,A1,49,1.0,107,,1,340,427.85714285714283
A0,A0,350,60.0,10,0.22,7,0,385.85714285714283
A0,A0,300,2.0,11,1.07,1,8,429.85714285714283
A1,A1,100,4.0,0,,2,0,
A0,A1,85,3.0,0,,2,88,
A1,A0,175,2.0,0,,1,0,
A1,A0,195,2.0,1,0.47,1,0,423.0
A1,A1,50,7.0,1,,1,0,420.57142857142856
A0,A1,60,2.0,3,0.18,1,0,371.14285714285717
A3,A0,75,4.0,69,,2,119,431.7142857142857
A1,A1,40,5.0,0,,1,0,
A0,A1,80,1.0,0,,1,0,
A0,A0,475,4.0,2,2.0,1,157,431.0
A1,A0,110,1.0,0,,1,0,
A0,A0,339,4.0,28,,1,167,431.7142857142857
A1,A0,135,2.0,9,3.86,1,162,430.42857142857144
A0,A1,109,3.0,0,,1,0,
A2,A2,30,1.0,0,,1,0,
A1,A0,425,2.0,2,2.0,2,59,430.42857142857144
A0,A0,375,3.0,19,0.46,2,0,412.14285714285717
A1,A1,95,7.0,1,1.0,1,97,427.7142857142857
A1,A0,250,2.0,19,3.63,1,295,431.0
A0,A0,170,30.0,1,0.04,96,332,319.85714285714283
A0,A0,200,1.0,1,0.02,1,0,198.85714285714286
A0,A0,170,7.0,13,0.12,1,224,430.2857142857143
A0,A0,112,4.0,13,0.3,1,0,414.57142857142856
A0,A0,249,3.0,2,,1,0,325.85714285714283
A0,,119,1.0,134,3.15,1,0,379.0
A2,A0,99,1.0,0,,1,0,
A0,A0,125,2.0,32,0.91,1,0,429.2857142857143
A2,A0,96,30.0,17,,2,325,421.57142857142856
A1,A1,37,2.0,2,0.19,1,0,389.0
A0,A0,165,3.0,5,0.74,1,0,410.2857142857143
A2,A0,70,3.0,2,0.32,1,4,416.0
A2,A1,60,2.0,19,2.11,1,331,431.0
A0,A0,272,5.0,4,0.08,1,0,264.57142857142856
A0,A1,90,1.0,9,,1,0,430.57142857142856
A1,A0,160,3.0,13,,2,0,374.0
A0,A0,110,7.0,6,0.23,1,52,430.85714285714283
A0,A0,89,1.0,0,,8,72,
A1,A0,70,3.0,2,0.05,2,88,280.0
A1,A1,60,3.0,11,1.17,5,347,424.7142857142857
A0,A0,250,3.0,4,0.39,1,0,405.42857142857144
,,155,1.0,11,7.33,1,163,431.57142857142856
A2,A1,38,30.0,0,,103,0,
A0,A1,40,3.0,1,0.15,1,245,402.85714285714283
A1,A1,63,1.0,63,9.64,2,47,430.0
A1,A0,125,30.0,3,0.11,3,308,329.57142857142856
A1,A1,50,2.0,42,5.02,3,17,429.7142857142857
A3,A0,75,3.0,0,,1,0,
A1,A0,125,3.0,56,,1,19,428.85714285714283
A1,A0,210,4.0,20,2.32,1,268,429.42857142857144
A0,A0,250,1.0,1,0.03,1,0,280.85714285714283
A0,A0,235,30.0,4,0.1,12,209,403.7142857142857
A1,A0,140,7.0,0,,1,0,
A0,A1,115,1.0,37,2.55,1,128,427.2857142857143
A1,A1,45,2.0,109,3.3,1,131,429.14285714285717
,A0,900,1.0,0,,1,355,
A0,A1,90,2.0,61,,3,0,425.7142857142857
A1,A1,31,10.0,1,0.02,2,0,240.0
A0,A0,210,2.0,193,,1,169,431.0
A0,A1,329,1.0,1,,11,178,396.85714285714283
A0,A1,81,1.0,102,2.7,2,90,426.7142857142857
A2,A0,200,3.0,2,1.2,1,0,426.0
A0,A0,229,2.0,10,,327,349,428.42857142857144
A0,A1,100,2.0,1,0.05,1,0,341.2857142857143
A0,A1,75,1.0,3,0.21,2,0,373.7142857142857
A1,A1,99,6.0,0,,2,54,
A2,A1,59,3.0,35,0.61,1,158,300.7142857142857
A1,A1,30,1.0,107,2.18,5,345,428.7142857142857
A1,A0,250,5.0,0,,1,209,
A0,A0,225,5.0,8,,1,0,425.14285714285717
A0,A0,1000,3.0,7,3.09,1,286,428.0
A1,A1,43,7.0,0,,1,12,
A1,A1,125,3.0,1,0.05,2,2,347.85714285714283
A1,A0,190,1.0,221,3.0,1,238,431.0
A0,A1,50,2.0,15,3.6,1,2,429.42857142857144
A0,A0,157,5.0,11,0.91,1,0,405.14285714285717
A0,A0,145,3.0,22,0.25,1,0,315.57142857142856
A1,A0,89,3.0,18,,3,237,430.2857142857143
A0,A0,325,1.0,59,6.48,1,180,430.7142857142857
A0,A0,150,4.0,2,0.71,1,7,430.2857142857143
A1,A1,42,2.0,13,3.33,3,280,430.2857142857143
A0,A1,50,1.0,0,,1,0,
A2,A0,95,5.0,29,1.81,1,120,431.42857142857144
A1,A0,214,5.0,37,1.57,1,211,426.2857142857143
A2,A1,55,1.0,1,0.02,1,0,231.71428571428572
A1,A0,97,12.0,0,,1,120,
A2,A1,70,1.0,0,,1,0,
A0,A0,250,1.0,3,0.07,1,0,248.0
A1,A1,42,3.0,6,0.16,1,0,285.85714285714283
A1,A0,140,2.0,27,3.68,1,201,429.85714285714283
A0,A0,135,30.0,5,0.16,96,311,380.57142857142856
A1,A1,55,7.0,0,,2,0,
A0,A0,120,1.0,12,,1,163,381.42857142857144
A1,A0,120,1.0,36,4.62,1,334,429.85714285714283
A1,A0,150,3.0,22,2.18,1,144,431.85714285714283
A0,A0,125,2.0,11,,1,0,426.57142857142856
A1,A1,50,2.0,4,0.07,1,0,239.42857142857142
A1,A0,151,2.0,13,0.41,1,188,387.14285714285717
A0,A0,450,30.0,16,0.98,1,145,425.0
A1,A0,175,2.0,2,,1,0,184.85714285714286
A1,A1,115,1.0,0,,1,90,
A1,A1,90,4.0,26,2.88,2,0,431.14285714285717
A0,A0,190,4.0,25,0.34,1,0,301.14285714285717
A0,A0,389,6.0,0,,1,105,
A1,A0,175,3.0,18,0.35,2,0,393.0
A1,A0,380,3.0,11,0.37,1,22,430.85714285714283
A1,A1,125,1.0,7,0.76,2,364,405.14285714285717
A2,A1,70,4.0,0,,1,365,
A1,A0,165,1.0,108,3.62,2,130,431.0
A0,A0,115,7.0,5,0.32,1,0,379.85714285714283
A0,A0,150,2.0,3,1.96,1,66,426.57142857142856
A0,A0,148,2.0,1,0.02,1,0,248.14285714285714
A2,A0,150,2.0,77,1.5,1,24,427.85714285714283
A1,A0,225,5.0,75,3.49,2,278,429.0
A0,A0,300,1.0,0,,1,0,
A1,A0,500,1.0,28,0.71,2,365,396.57142857142856
A0,A0,150,45.0,6,,12,267,417.85714285714283
A1,A0,70,3.0,21,2.97,1,2,431.57142857142856
A0,A1,77,2.0,36,1.49,1,116,428.85714285714283
A0,A1,115,3.0,6,0.59,1,0,402.85714285714283
A1,A0,150,7.0,0,,1,0,
A1,A1,45,15.0,0,,14,0,
A0,A0,455,2.0,0,,1,0,
A1,A0,200,1.0,17,0.77,2,87,430.85714285714283
A2,A1,100,1.0,9,0.68,3,90,426.0
A1,A1,65,3.0,0,,1,0,
A1,A0,85,5.0,9,2.65,1,7,429.14285714285717
A1,A1,72,2.0,37,3.94,1,18,430.85714285714283
A0,A0,150,4.0,6,0.26,1,0,339.85714285714283
A0,A1,80,2.0,33,1.74,2,65,426.42857142857144
A2,A1,120,2.0,4,0.62,2,0,424.0
A1,A1,45,5.0,2,,1,0,378.7142857142857
A1,A0,170,2.0,47,,2,57,429.42857142857144
A1,A0,135,20.0,2,1.5,2,285,429.14285714285717
A0,A0,200,30.0,0,,2,97,
A1,A0,170,2.0,9,0.45,1,0,367.85714285714283
,,125,4.0,1,0.09,1,0,382.42857142857144
A1,A1,75,2.0,25,0.43,3,365,288.85714285714283
A0,A0,450,1.0,0,,1,0,
A1,A0,135,4.0,82,0.87,1,273,424.7142857142857
A0,A0,230,2.0,6,,327,297,428.0
A1,A1,50,3.0,0,,1,0,
A1,A1,50,1.0,2,,1,0,231.85714285714286
A2,A0,275,1.0,11,7.5,2,280,431.7142857142857
A1,A1,77,2.0,0,,7,169,
A0,A0,225,3.0,0,,2,0,
A2,A0,150,2.0,45,2.01,4,153,430.85714285714283
A1,A1,60,5.0,0,,1,0,
A0,A1,200,1.0,0,,5,0,
A1,A1,45,1.0,6,5.0,1,337,431.14285714285717
A1,A1,45,1.0,24,6.61,1,167,430.0
A0,A0,115,3.0,8,0.22,1,0,308.0
A1,A1,69,1.0,30,0.8,1,0,353.0
A1,A1,75,1.0,4,0.53,1,35,405.14285714285717
A1,A1,2000,5.0,1,0.16,1,0,405.7142857142857
A1,A0,100,15.0,3,0.14,2,365,387.0
A1,A1,100,1.0,4,,1,0,402.14285714285717
A2,A1,96,1.0,73,2.3,1,343,429.2857142857143
A0,A0,120,2.0,0,,1,39,
A0,A1,425,4.0,0,,1,0,
A0,A0,250,30.0,0,,4,364,
A1,A0,175,30.0,0,,1,300,
A0,A0,89,4.0,16,1.36,2,17,426.14285714285717
A1,,600,1.0,48,0.68,1,89,236.85714285714286
A4,A1,52,1.0,3,0.93,3,365,430.57142857142856
A2,A1,85,1.0,31,2.81,9,337,428.57142857142856
A1,A0,175,2.0,76,,1,19,429.57142857142856
A1,A0,160,3.0,87,1.63,1,302,429.2857142857143
A0,A0,316,30.0,0,,232,18,
A0,A0,175,4.0,0,,1,0,
A1,A1,70,6.0,9,0.21,1,0,335.42857142857144
A0,A1,60,30.0,1,,32,325,427.0
A0,A0,149,5.0,13,0.24,1,0,372.85714285714283
A1,A1,43,1.0,4,,3,343,428.0
A1,A1,47,2.0,4,0.31,1,0,405.14285714285717
A0,A0,250,1.0,1,,1,0,341.85714285714283
A2,A0,225,7.0,1,0.03,1,0,300.57142857142856
A1,A1,68,1.0,1,1.0,3,127,431.7142857142857
,A1,210,2.0,5,2.83,1,0,428.85714285714283
A1,A1,85,1.0,28,0.53,1,0,260.85714285714283
A1,A1,39,1.0,81,2.99,10,220,426.0
A0,A1,80,1.0,4,1.26,5,318,428.7142857142857
A1,A1,35,10.0,5,0.29,2,350,409.57142857142856
A0,A0,200,21.0,1,0.16,1,88,406.0
A0,A2,85,1.0,9,3.25,9,365,431.42857142857144
A1,A2,19,30.0,1,0.17,2,339,406.2857142857143
A0,A1,60,1.0,41,2.24,4,132,429.7142857142857
A1,A0,125,5.0,1,0.02,1,0,259.42857142857144
A0,A0,225,3.0,0,,1,166,
A1,A1,26,14.0,0,,1,0,
A3,A0,62,2.0,61,3.22,1,68,430.14285714285717
A0,A0,180,5.0,6,0.82,1,5,428.85714285714283
A0,A0,350,5.0,1,0.03,1,0,286.57142857142856
A1,A1,50,31.0,10,0.25,3,193,381.57142857142856
A0,A1,92,1.0,4,,1,0,312.7142857142857
A0,A1,125,4.0,1,0.24,1,0,414.2857142857143
A1,A1,75,30.0,22,,6,318,429.7142857142857
A0,A1,199,1.0,17,2.34,30,354,420.7142857142857
A0,A0,470,2.0,4,2.5,327,242,428.57142857142856
A1,A0,120,30.0,1,1.0,1,286,431.7142857142857
A0,A0,80,3.0,31,0.56,1,68,430.7142857142857
A0,A0,101,2.0,3,0.45,1,0,405.14285714285717
A1,A1,85,7.0,0,,2,176,
A1,A0,70,15.0,9,,1,0,382.2857142857143
A2,A1,69,5.0,20,2.43,1,37,429.85714285714283
A0,A1,125,3.0,1,1.0,1,81,431.2857142857143
A1,A1,40,2.0,10,,2,43,431.7142857142857
A0,A1,150,3.0,2,0.17,1,0,384.14285714285717
A1,A1,125,3.0,0,,3,364,
A1,A2,46,2.0,0,,1,0,
A0,A0,150,1.0,0,,1,0,
A3,A1,47,1.0,2,1.36,1,236,426.0
A0,A0,115,30.0,8,,14,203,422.2857142857143
A1,A0,110,2.0,0,,1,30,
A1,A1,90,2.0,2,0.09,2,0,371.57142857142856
A0,A1,125,2.0,0,,2,180,
A0,A1,55,1.0,0,,1,0,
A3,A1,33,2.0,63,1.75,4,145,428.0
A1,A1,40,1.0,23,0.56,1,365,423.14285714285717
A0,A0,150,1.0,2,2.0,1,83,429.0
A1,A1,70,7.0,2,0.11,1,0,405.85714285714283
A1,A1,45,3.0,5,0.18,1,0,315.2857142857143
A0,A0,240,2.0,5,,1,0,296.85714285714283
A2,A1,85,1.0,14,3.89,7,163,431.57142857142856
A0,A0,175,1.0,1,0.1,1,195,387.85714285714283
A2,A1,50,1.0,36,,3,359,429.85714285714283
A0,A0,105,2.0,0,,1,0,
A0,A0,100,1.0,3,0.22,1,5,428.85714285714283
A2,A1,30,1.0,120,4.1,2,112,428.14285714285717
A0,A0,150,29.0,0,,327,220,
,A0,200,4.0,7,0.93,1,32,430.0
A1,A1,48,3.0,67,1.95,1,70,429.7142857142857
A0,A0,280,30.0,0,,23,336,
A0,A1,120,1.0,2,,1,0,278.0
A1,A0,250,2.0,30,,1,274,431.7142857142857
A1,A0,200,3.0,0,,2,206,
A1,A0,275,3.0,3,,1,0,191.85714285714286
A2,A0,150,2.0,23,2.34,1,175,431.14285714285717
A2,A1,80,3.0,22,1.28,1,188,395.42857142857144
A0,A0,150,4.0,2,1.36,1,3,429.85714285714283
A0,A0,60,3.0,6,0.25,1,0,339.14285714285717
A1,A0,225,2.0,51,,1,0,420.85714285714283
A0,A0,85,1.0,0,,1,0,
A1,A0,135,2.0,129,3.32,1,242,431.0
A2,A1,50,2.0,38,2.04,5,301,431.0
A1,A1,50,1.0,0,,2,0,
